Source URL,External target URL,Domain,Anchor text,rel attributes,nofollow/sponsored/ugc,Opens in new tab?,Link purpose,Issue/risk,Notes
/our-story,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/our-team,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/our-team,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/our-team,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/our-team,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/our-team,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/our-team,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/faqs,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/faqs,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/faqs,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/faqs,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/faqs,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/faqs,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/contact,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/contact,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/contact,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/contact,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/contact,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/contact,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/contact,https://wa.me/919731910202?text=Hi%20From%20the%20Trunk!%20I%27d%20love%20some%20help%20with%20a%20piece.,wa.me,WhatsAppStart a WhatsApp chat,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/contact,https://www.instagram.com/from.thetrunk/,www.instagram.com,Instagram@from.thetrunk,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/how-it-works,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/authentication,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/authentication,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/authentication,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/authentication,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/authentication,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/authentication,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/why,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/why,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/why,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/why,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/why,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/why,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/sell-your-saree,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/packing,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/packing,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/packing,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/packing,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/packing,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/packing,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/privacy-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/return-refund-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/shipping-delivery-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/terms-of-service,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/authentication-condition-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/care-packaging-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/cancellation-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/sell-with-us-policy,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/policies/grievance-redressal,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/collection/fabric/silk,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
/blouses,https://www.instagram.com/from.thetrunk/,www.instagram.com,Follow From the Trunk on Instagram,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/blouses,https://www.linkedin.com/company/from-the-trunk-ftt/,www.linkedin.com,Follow From the Trunk on LinkedIn,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/blouses,https://www.facebook.com/people/From-The-Trunk/61590567961822/,www.facebook.com,Follow From the Trunk on Facebook,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/blouses,https://x.com/fromthetrunkftt,x.com,Follow From the Trunk on X,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/blouses,https://www.threads.com/@from.thetrunk,www.threads.com,Follow From the Trunk on Threads,noreferrer noopener,none,yes,official social/profile link,,Not fetched; external crawling was prohibited.
/blouses,https://wa.me/919731910202,wa.me,Chat with From the Trunk on WhatsApp,noreferrer noopener,none,yes,outbound reference or service link,,Not fetched; external crawling was prohibited.
