Product URL,Product name,Slug,Fabric,Price,Availability,H1,Title,Meta description,Canonical,Robots,Product JSON-LD present,BreadcrumbList present,Image alt text,Story/description length,Duplicate title?,Duplicate meta?,Sitemap included?,Issue,Recommendation
/collection/maroon-chettinad-cotton,Maroon chettinad cotton,maroon-chettinad-cotton,Cotton,3299,https://schema.org/InStock,Maroon chettinad cotton,Maroon chettinad cotton – Pre-Loved Cotton Saree | From The Trunk,"Own 'Maroon chettinad cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Born on the handlooms of. Shipped with provenance.",https://www.fromthetrunk.shop/collection/maroon-chettinad-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Maroon chettinad cotton shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",1219,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/deep-wine-organza,Deep wine organza,deep-wine-organza,Organza,3299,https://schema.org/InStock,Deep wine organza,Deep wine organza – Pre-Loved Organza Saree | From The Trunk,"Own 'Deep wine organza', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. A sumptuous burgundy saree. Shipped with provenance.",https://www.fromthetrunk.shop/collection/deep-wine-organza,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Deep wine organza shown as a pre-loved saree, Organza | Moonstone Cream Mauve Border Saree, pre-loved Organza saree from From the Trunk | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk",297,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/indigo-dusk-silk-cotton,Indigo Dusk,indigo-dusk-silk-cotton,Cotton,5299,https://schema.org/InStock,Indigo Dusk,Indigo Dusk – Pre-Loved Cotton Saree | From The Trunk,"Own 'Indigo Dusk', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. A striking deep blue saree adorned. Shipped with provenance.",https://www.fromthetrunk.shop/collection/indigo-dusk-silk-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  | Indigo Dusk shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",295,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/reddish-mango-cotton-orange-border,Reddish mango,reddish-mango-cotton-orange-border,Cotton,3799,https://schema.org/InStock,Reddish mango,Reddish mango – Pre-Loved Cotton Saree | From The Trunk,"Own 'Reddish mango', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a precise moment in the. Shipped with provenance.",https://www.fromthetrunk.shop/collection/reddish-mango-cotton-orange-border,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  | Reddish mango shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",731,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/magenta-cotton,Magenta Cotton Gold Zari Border,magenta-cotton,Cotton,3299,https://schema.org/InStock,Magenta Cotton Gold Zari Border,Magenta Cotton Gold Zari Border – Pre-Loved Cotton Saree | From The Trunk,"Own 'Magenta Cotton Gold Zari Border', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/magenta-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Magenta Cotton Gold Zari Border shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",422,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/red-blue-madras-check-cotton,Red Blue Madras Check Cotton,red-blue-madras-check-cotton,Cotton Silk,3799,https://schema.org/InStock,Red Blue Madras Check Cotton,Red Blue Madras Check Cotton – Pre-Loved Cotton Silk Saree | From The Trunk,"Own 'Red Blue Madras Check Cotton', a one-of-a-kind pre-loved Cotton Silk saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  | Red Blue Madras Check Cotton shown as a pre-loved saree, Cotton Silk | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Marigold Orange StretchFit, pre-loved saree from From the Trunk",768,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/twilight-orange-cotton-weave,Twilight Orange Cotton Weave,twilight-orange-cotton-weave,Cotton,5299,https://schema.org/InStock,Twilight Orange Cotton Weave,Twilight Orange Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,"Own 'Twilight Orange Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/twilight-orange-cotton-weave,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Twilight Orange Cotton Weave shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",457,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/lime-and-gold-cotton-classic,Lime and Gold Cotton Classic,lime-and-gold-cotton-classic,Cotton,3299,https://schema.org/InStock,Lime and Gold Cotton Classic,Lime and Gold Cotton Classic – Pre-Loved Cotton Saree | From The Trunk,"Own 'Lime and Gold Cotton Classic', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/lime-and-gold-cotton-classic,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  | Lime and Gold Cotton Classic shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",855,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/midnight-tribe-gold-border-cotton,Midnight Tribe Gold Border Cotton,midnight-tribe-gold-border-cotton,Cotton,4299,https://schema.org/InStock,Midnight Tribe Gold Border Cotton,Midnight Tribe Gold Border Cotton – Pre-Loved Cotton Saree | From The Trunk,"Own 'Midnight Tribe Gold Border Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/midnight-tribe-gold-border-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Midnight Tribe Gold Border Cotton shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",561,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/autumn-ember-golden-leaf-cotton,Autumn Ember Golden Leaf Cotton,autumn-ember-golden-leaf-cotton,Cotton,3799,https://schema.org/InStock,Autumn Ember Golden Leaf Cotton,Autumn Ember Golden Leaf Cotton – Pre-Loved Cotton Saree | From The Trunk,"Own 'Autumn Ember Golden Leaf Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/autumn-ember-golden-leaf-cotton,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Autumn Ember Golden Leaf Cotton shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",683,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/orange-blossom-cotton-weave,Orange Blossom Cotton Weave,orange-blossom-cotton-weave,Cotton,5299,https://schema.org/LimitedAvailability,Orange Blossom Cotton Weave,Orange Blossom Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,"Own 'Orange Blossom Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/orange-blossom-cotton-weave,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  | Orange Blossom Cotton Weave shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",634,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/midnight-kesari-cotton-drape,Midnight Kesari Cotton Drape,midnight-kesari-cotton-drape,Silk,4299,https://schema.org/InStock,Midnight Kesari Cotton Drape,Midnight Kesari Cotton Drape – Pre-Loved Silk Saree | From The Trunk,"Own 'Midnight Kesari Cotton Drape', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  | Midnight Kesari Cotton Drape shown as a pre-loved saree, Silk | Coral Sunrise Chiffon Georgette Saree, pre-loved Silk saree from From the Trunk | Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk | Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk | StretchFit Blouse, pre-loved Cotton saree from From the Trunk",1007,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/blush-green-handwoven-cotton-drape,Blush green,blush-green-handwoven-cotton-drape,Cotton,2549,https://schema.org/InStock,Blush green,Blush green – Pre-Loved Cotton Saree | From The Trunk,"Own 'Blush green', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a green that exists just. Shipped with provenance.",https://www.fromthetrunk.shop/collection/blush-green-handwoven-cotton-drape,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  |  |  |  | Blush green shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",732,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/brown-kapi-cotton-black-line-border,Brown Kapi Cotton,brown-kapi-cotton-black-line-border,Cotton,2299,https://schema.org/InStock,Brown Kapi Cotton,Brown Kapi Cotton – Pre-Loved Cotton Saree | From The Trunk,"Own 'Brown Kapi Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Kapi - the warm, toasted brown. Shipped with provenance.",https://www.fromthetrunk.shop/collection/brown-kapi-cotton-black-line-border,"index, follow",yes,yes," | From the Trunk |  |  |  |  | Brown Kapi Cotton shown as a pre-loved saree, Cotton | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk | Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",455,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/brown-and-mustard-light-silk,Brown and Mustard light Silk,brown-and-mustard-light-silk,Silk,3499,https://schema.org/InStock,Brown and Mustard light Silk,Brown and Mustard light Silk – Pre-Loved Silk Saree | From The Trunk,"Own 'Brown and Mustard light Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  | Brown and Mustard light Silk shown as a pre-loved saree, Silk | Coral Sunrise Chiffon Georgette Saree, pre-loved Silk saree from From the Trunk | Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk | Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk | StretchFit Blouse, pre-loved Cotton saree from From the Trunk",350,no,no,yes,,No rendered-page correction identified by automated checks.
/collection/kesari-sunset-chiffon-saree,Kesari Sunset Chiffon Saree,kesari-sunset-chiffon-saree,Chiffon,2549,https://schema.org/InStock,Kesari Sunset Chiffon Saree,Kesari Sunset Chiffon Saree | From The Trunk,"Own 'Kesari Sunset Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",https://www.fromthetrunk.shop/collection/kesari-sunset-chiffon-saree,"index, follow",yes,yes," | From the Trunk |  |  |  |  |  |  | Kesari Sunset Chiffon Saree shown as a pre-loved saree, Chiffon | Tangerine Noir Floral Border Weave, pre-loved Chiffon saree from From the Trunk | Rose Vine Stripe Chiffon Saree, pre-loved Chiffon saree from From the Trunk | StretchFit Blouse, pre-loved Cotton saree from From the Trunk | StretchFit Blouse, pre-loved saree from From the Trunk",1043,no,no,yes,,No rendered-page correction identified by automated checks.
