Sitemap URL,Listed URL,HTTP status,Canonical,Robots,Should be indexable?,Included correctly?,Missing from sitemap?,Should be removed from sitemap?,Lastmod if present,Priority/changefreq if present,Notes
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/reddish-mango-cotton-orange-border,200,https://www.fromthetrunk.shop/collection/reddish-mango-cotton-orange-border,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/magenta-cotton,200,https://www.fromthetrunk.shop/collection/magenta-cotton,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,200,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/twilight-orange-cotton-weave,200,https://www.fromthetrunk.shop/collection/twilight-orange-cotton-weave,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/lime-and-gold-cotton-classic,200,https://www.fromthetrunk.shop/collection/lime-and-gold-cotton-classic,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/midnight-tribe-gold-border-cotton,200,https://www.fromthetrunk.shop/collection/midnight-tribe-gold-border-cotton,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/autumn-ember-golden-leaf-cotton,200,https://www.fromthetrunk.shop/collection/autumn-ember-golden-leaf-cotton,"index, follow",yes,yes,no,no,2026-07-13T13:13:02.415Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/orange-blossom-cotton-weave,200,https://www.fromthetrunk.shop/collection/orange-blossom-cotton-weave,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,200,https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/blush-green-handwoven-cotton-drape,200,https://www.fromthetrunk.shop/collection/blush-green-handwoven-cotton-drape,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/brown-kapi-cotton-black-line-border,200,https://www.fromthetrunk.shop/collection/brown-kapi-cotton-black-line-border,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,200,https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/kesari-sunset-chiffon-saree,200,https://www.fromthetrunk.shop/collection/kesari-sunset-chiffon-saree,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/magenta-mist-chiffon-drape,200,https://www.fromthetrunk.shop/collection/magenta-mist-chiffon-drape,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/green-chiffon-with-fancy-border,200,https://www.fromthetrunk.shop/collection/green-chiffon-with-fancy-border,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/rani-pink-georgette-garden-party,200,https://www.fromthetrunk.shop/collection/rani-pink-georgette-garden-party,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/midnight-zari-georgette,200,https://www.fromthetrunk.shop/collection/midnight-zari-georgette,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/pressed-bloom-sheer-chiffon,200,https://www.fromthetrunk.shop/collection/pressed-bloom-sheer-chiffon,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/mayil-peacock-kanjivaram-mix,200,https://www.fromthetrunk.shop/collection/mayil-peacock-kanjivaram-mix,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/burnt-orange-temple-border-kanjivaram,200,https://www.fromthetrunk.shop/collection/burnt-orange-temple-border-kanjivaram,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/semmanjal-turmeric-gold-kanjeevaram,200,https://www.fromthetrunk.shop/collection/semmanjal-turmeric-gold-kanjeevaram,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/thangam-golden-weave-kanjivaram,200,https://www.fromthetrunk.shop/collection/thangam-golden-weave-kanjivaram,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/violet-bloom-cotton-drape,200,https://www.fromthetrunk.shop/collection/violet-bloom-cotton-drape,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/moss-green-lightweight-silk-selai,200,https://www.fromthetrunk.shop/collection/moss-green-lightweight-silk-selai,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/heritage-zari-border-kanjivaram,200,https://www.fromthetrunk.shop/collection/heritage-zari-border-kanjivaram,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/nava-pazham-kanjeevaram-silk,200,https://www.fromthetrunk.shop/collection/nava-pazham-kanjeevaram-silk,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/nila-blue-gold-zari-silk,200,https://www.fromthetrunk.shop/collection/nila-blue-gold-zari-silk,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/colorful-vintage-kanjeevaram,200,https://www.fromthetrunk.shop/collection/colorful-vintage-kanjeevaram,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/gulabi-kota-cotton,200,https://www.fromthetrunk.shop/collection/gulabi-kota-cotton,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,200,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,https://www.fromthetrunk.shop/collection/pachai-linen-golden-border-drape,200,https://www.fromthetrunk.shop/collection/pachai-linen-golden-border-drape,"index, follow",yes,yes,no,no,2026-07-13T13:15:33.207Z,0.8 / weekly,
https://www.fromthetrunk.shop/sitemap.xml,/collection/fabric/chiffon,200,https://www.fromthetrunk.shop/collection/fabric/chiffon,"index, follow",yes,no,yes,no,,,Rendered canonical indexable page absent from sitemap.
https://www.fromthetrunk.shop/sitemap.xml,/collection/fabric/georgette,200,https://www.fromthetrunk.shop/collection/fabric/georgette,"index, follow",yes,no,yes,no,,,Rendered canonical indexable page absent from sitemap.
https://www.fromthetrunk.shop/sitemap.xml,/collection/rose-vine-stripe-chiffon-saree,200,https://www.fromthetrunk.shop/collection/rose-vine-stripe-chiffon-saree,"index, follow",yes,no,yes,no,,,Rendered canonical indexable page absent from sitemap.
https://www.fromthetrunk.shop/sitemap.xml,/collection/coral-sunrise-chiffon-georgette-saree,200,https://www.fromthetrunk.shop/collection/coral-sunrise-chiffon-georgette-saree,"index, follow",yes,no,yes,no,,,Rendered canonical indexable page absent from sitemap.
